Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,3.71425580600412
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,0.343155165981408
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,0.286061843654428
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,1.12204761814278
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,10.1571191722541
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,2.4086225282388
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkiye,TUR,4.8858639260833
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,10.1840862992321
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,0.596259824735748
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,0.127793034826946
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,3.7473878451278
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,20.2522716801426
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,4.60114225090135
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,13.0322217290262
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,1.89971905049917
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,3.37630378548758
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,0.389174968317372
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,2.54502797831961
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Viet Nam,VNM,3.67644008813984
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,0.308514614308256
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,0.40190271250386
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,0.530483547000938
